Artist,Track Name,Popularity,Duration (ms),Track ID
Flo Rida,Wild Ones (feat. Sia),82,232946,1NpW5kyvO4XrNJ3rnfcNy3
Flo Rida,Club Can't Handle Me (feat. David Guetta),81,234560,6ebkx7Q5tTxrCxKq4GYj0Y
Flo Rida,Good Feeling,80,248133,2LEF1A8DOZ9wRYikWgVlZ8
Flo Rida,Whistle,80,224653,3bC1ahPIYt1btJzSSEyyrF
Flo Rida,My House,79,192190,6Knv6wdA0luoMUuuoYi2i1
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),75,190185,26rdOwwjC2UnweK3xeS58u
Flo Rida,I Cry,68,223800,4bZd0nRuX8HyjeXAUBczvm
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",69,224258,2S5LNtRVRPbXk01yRQ14sZ
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),78,212352,5Z9KJZvQzH6PFmb8SNkxuk
Lil Nas X,MONTERO (Call Me By Your Name),80,137704,1SC5rEoYDGUK4NfG82494W
Lil Nas X,THATS WHAT I WANT,81,143901,0e8nrvls4Qqv5Rfa2UhqmO
Lil Nas X,J CHRIST,79,153766,17CWWoszMuoGecCJzmOubE
Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),78,210575,38T0tPVZHcPZyhtOcCP7pF
Lil Nas X,Old Town Road - Remix,77,157066,2YpeDb67231RjR0MgVLzsG
Lil Nas X,Old Town Road,76,113000,0F7FA14euOIX8KcbEturGH
Lil Nas X,Panini,71,114893,1000nHvUdawXuUHgBod4Wv
Lil Nas X,HOLIDAY,71,154997,6zFMeegAMYQo0mt8rXtrli
Lil Nas X,Where Do We Go Now? (Music from Lil Nas X: Long Live Montero),68,195470,0jeRoIMD1LHhUkQEbjkXQv
Tyga,Taste (feat. Offset),77,229210,2toVe5hfuIi97ytDPDbQFt
Oscar Maydon,Kim Kardashian,76,160320,1gff7Ybgs4uLceHflZUPoC
DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),75,185194,6osaMSJh9NguagEDQcZaKx
Tyga,Ice Cream Man,75,186672,6ZA3Q8Dj5BrnmOsT300DCh
Chris Brown,Ayo,74,225226,0k6DnZMLoEUH8NGD5zh2SE
Blxst,Chosen (feat. Ty Dolla $ign),73,161684,1dIWPXMX4kRHj6Dt2DStUQ
Tyga,Rack City,70,203200,0srwKuJPH8yBzzFUJMBQM2
Doja Cat,Juicy,71,203093,7f5trao56t7sB7f14QDTmp
Tyga,Brand New,60,182532,697cBYjdAjPKe0RsEc6532
Tyga,Sunshine,69,188964,54NBD72JXFXzrodbQBSzWh
Juice WRLD,Lucid Dreams (feat. Lil Uzi Vert) - Remix,64,240437,1jKlRcH7X78ps1yKBTWyUV
Nicki Minaj,Everybody (feat. Lil Uzi Vert),84,180869,5ZJGv7aGdIr9IGpxzSG18T
Lil Uzi Vert,Just Wanna Rock,78,123890,4Ls53fBNVfaXTROBi6X8Hw
Lil Uzi Vert,20 Min,84,220586,0uxSUdBrJy9Un0EYoBowng
Lil Uzi Vert,XO Tour Llif3,83,182706,7GX5flRQZVHRAGd6B4TmDO
Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix,82,163139,0FA4wrjDJvJTTU8AepZTup
Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),81,221746,2eAZfqOm4EnOF9VvN50Tyc
Lil Uzi Vert,Flooded The Face,76,192727,4daEMLSZCgZ2Mt7gNm2SRa
Lil Uzi Vert,Money Longer,75,198944,0B8QzDH7YWih85V5SEMnyJ
Lil Uzi Vert,Erase Your Social,75,199993,4uhvMW7ly7tJil31YYscAN
Wiz Khalifa,See You Again (feat. Charlie Puth),86,229525,2JzZzZUQj3Qff7wapcbKjc
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",70,207346,6YbhspuOar1D9WSSnfe7ds
Wiz Khalifa,Black and Yellow,77,217666,5A6OHHy73AR5tLxgTc98zz
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",77,243490,4dASQiO1Eoo3RJvt74FtXB
Wiz Khalifa,The Thrill,78,234333,56oGoEjA9eTZYgsttEFKY3
2 Chainz,We Own It (Fast & Furious),72,227906,2OQJKTtrH482waGFmOfJni
Wiz Khalifa,We Dem Boyz,67,224933,1ULa3GfdMKs0MfRpm6xVlu
Wiz Khalifa,So High (feat. Ghost Loft),67,249287,0odHj0qIf86vHBsXB30IkZ
Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),66,226742,7IBSffWIu7P2MC7kMwy2FM
Wiz Khalifa,Go Hard or Go Home,59,232772,2QJnTfMpNG05KFf2E3gVIJ
Ice Spice,Think U The Shit (Fart),85,141639,4w2Furap0ZzaiK4J14E9sR
PinkPantheress,Boy's a liar Pt. 2,78,131013,5CCr8msaN3MhgqBoa9yWhH
Nicki Minaj,Barbie World (with Aqua) [From Barbie The Album],83,109750,741UUVE2kuITl0c6zuqqbO
Ice Spice,Deli,82,126857,5JYPXqMwYc0zTODQdjMEZN
Ice Spice,Princess Diana (with Nicki Minaj),79,172125,0ZxhtATQ0a6EvQNZ0z6NKV
Ice Spice,In Ha Mood,75,129360,0yUaLqhsVsguBpoOPL4cO7
Taylor Swift,Karma (feat. Ice Spice),72,201493,4i6cwNY6oIUU2XZxPIw82Y
Ice Spice,Munch (Feelin’ U),70,104819,1jOgJN75btuUONIdf57vHz
Ice Spice,Bikini Bottom,67,106666,27Qz0cFmMGADsniMeUwyUe
Ice Spice,Gangsta Boo (with Lil Tjay),66,159370,2g5q0UpOOFMNOcHGaMG4b0
Justin Timberlake,Better Place (Family Harmony),76,116293,7ELtAKka2YiZRclp70wZ6F
Justin Timberlake,Perfect,73,152160,4dNKAlFAjUqelFX5ganK7Y
Justin Timberlake,BroZone's Back,73,81666,02xkg0KUfiytfbnwAevy1p
Leslie Odom Jr.,Alexander Hamilton,72,236737,4TTV7EcfroSLWzXRY6gLv6
Lin-Manuel Miranda,My Shot,71,333154,4cxvludVmQxryrnx1m9FqL
Lin-Manuel Miranda,"Aaron Burr, Sir",70,156630,6dr7ekfhlbquvsVY8D7gyk
Camila Cabello,It Takes Two,61,219133,21vLEEtCTBS6fxw1TuPJAy
Leslie Odom Jr.,Guns and Ships,69,127578,7m9XR7FquXLP1FewdAcNS9
Leslie Odom Jr.,The Room Where It Happens,69,318214,2TK2KSrzXD6W01qjXVjNGh
*NSYNC,Better Place (Reunion),67,135426,5GJaRoYtOiXUpPVT0jyNNq
Ludacris,Act A Fool,53,272320,1eRyWRvO3RE6AlKhvYhTuX
Ludacris,My Chick Bad,67,216933,3bMNprrp2JDKZsGbiXpsJl
Ludacris,What's Your Fantasy (Featuring Shawna),66,275906,4LwOrnuxJwR7C5Sw4liY4Z
Ludacris,Move Bitch,65,270866,1Q9b6CeMcDuO0uq5OJCrqu
Ludacris,Stand Up,64,213760,2CtCwQhY0ZLvr8L2l8Bo6e
Ludacris,Area Codes,64,303026,3lcC9CnN7Rpo1ugATzmYjY
Ludacris,Get Back,63,270746,3njpLvANriMsdv3dgADEad
Ludacris,How Low,63,201586,1WtTLtofvcjQM3sXSMkDdX
Ludacris,Blueberry Yum Yum,63,235093,26liGJfeDiHLVn0qTETkt1
Ludacris,Rollout (My Business),62,296586,4SyadrABZJIjeND1HPJS31
Timbaland,The Way I Are,85,179120,2bLqfJjuC5syrsgDsZfGmn
Timbaland,Apologize,76,184400,6q3zC9dDD4lUNk8nfUztXy
Timbaland,Give It To Me,78,234026,0wbDgMuAoy7O7pL3a69uZx
Timbaland,If We Ever Meet Again (Featuring Katy Perry),71,292706,360UM2DaiHZPRu0EsrOvMp
Timbaland,Carry Out (Featuring Justin Timberlake),71,232466,2DHc2e5bBn4UzY0ENVFrUl
Timbaland,Keep Going Up (with Nelly Furtado & Justin Timberlake),64,174222,0MBRKCgePXewM1iBQiPn7Q
Timbaland,Say Something (Featuring Drake),64,240920,7qje9qxLncMESiPeI27SAn
Timbaland,Bounce,62,244293,4ymByZAPRqTlyJASAoJ921
Timbaland,Morning After Dark (Featuring Nelly Furtado & SoShy),61,231960,6mmtxbG5pzkrJ0BrSdg9uW
Timbaland,Give It To Me - Sped Up Remix,58,186733,6DyMrh39uJ04o3S1uZdpg4
Gucci Mane,Wake Up in the Sky,76,203161,2G1tXoGBaEMJ7FKGnkf6ud
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),80,209269,1f5cbQtDrykjarZVrShaDI
Kodak Black,ZEZE (feat. Travis Scott & Offset),81,228759,0FZ4Dmg8jJJAPJnvBIzD9z
Lil Tecca,HVN ON EARTH (with Kodak Black),76,188870,4CIyxiObT9G35HrSItAblR
Kodak Black,Super Gremlin,74,200547,1Y5Jvi3eLi4Chwqch9GMem
Kodak Black,No Flockin',77,165290,34oWbFBfGEElvgO0a5c9V4
Kodak Black,Roll in Peace (feat. XXXTENTACION),77,213132,40oKW22ZNNkEdZLJTScaQI
Kodak Black,Transportin',76,169344,1WIZiOuNO3woKfdlSK2gNn
Kodak Black,Tunnel Vision,76,268186,4Q3N4Ct4zCuIHuZ65E3BD4
Kodak Black,Love & War,75,239146,293mQGfVwgXIOdA1GpiwAt
Fugees,Killing Me Softly With His Song,56,290293,2HAVFycrhtbmLxyyxpm6JI
Fugees,Ready or Not,75,226933,3vZO25GdYuqFrR1kzZADnp
Fugees,Fu-Gee-La,69,260066,1rJM37Dd4OcSJvzI84yCcP
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",52,239440,4VSx9uyg0sZpdnygVar6pE
Fugees,"No Woman, No Cry",63,273093,5bUVHuzQh5mkvMPjUU074i
Wyclef Jean,We Trying to Stay Alive (feat. John Forté & Pras),61,191533,4wwRROf47MXBX5u5Knwixx
Fugees,Zealots,58,260545,52PgJoRz30sRQGOGqXYKdX
Wyclef Jean,911 (feat. Mary J. Blige),48,259333,28hgx2bWXcaBJeC9zVwrBq
Wyclef Jean,"Guantanamera (feat. Ms. Lauryn Hill, Celia Cruz & Jeni Fujita)",57,270493,6g5ov3aSDUvvDkQKIcmZQI
Fugees,How Many Mics,55,268986,2lOnbK3gm1N6keYkUD3mis
Drake,Money In The Grave (Drake ft. Rick Ross),79,205426,5ry2OE6R2zPQFDO85XkgRb
Rick Ross,Aston Martin Music,72,270626,5W7xC99N2Zzfh69r7I7zWK
Rick Ross,Hustlin',70,254093,3hQCHzkE5oSA3F1xM8bpcM
French Montana,Splash Brothers,44,221863,3fBsEOnzwtlkpS0LxXAZhN
Skrillex,Purple Lamborghini (with Rick Ross),68,215510,6JyuJFedEvPmdWQW0PkbGJ
Rick Ross,Stay Schemin,68,267720,0nq6sfr8z1R5KJ4XUk396e
DJ Snake,Run It (feat. Rick Ross & Rich Brian),65,163373,5x4vgABKiGp4Vg7ZyFRxhn
Drake,You Only Live Twice (with Lil Wayne & Rick Ross),65,213103,50ceCGZ3oD3U5caQV5bP6f
Rick Ross,Millionaire Row,49,166951,7iZhsjCjORUfbm4u9w3Wb6
DJ Khaled,"GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",64,501648,2sOj9vyd6yiss9W1IK6chU
Offset,Ric Flair Drip (with Metro Boomin),86,172800,7sO5G9EABYOXQKNPNiE9NR
Offset,SAY MY GRACE (feat. Travis Scott),82,173253,2Gk6fi0dqt91NKvlzGsmm7
Metro Boomin,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",79,231746,39MK3d3fonIP8Mz9oHCTBB
Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),76,232048,1dg3qy5DjoJodawfOCgrTP
BigXthaPlug,Climate (feat. Offset),76,170106,1c7MITQmNJTrvfbDSzWT6x
Offset,ON THE RIVER,75,96013,1aLpfH1M7Y4ZngOmSiHk0l
Offset,WORTH IT (feat. Don Toliver),72,188333,7kp6XhIxrvNb8BgTwLjaEx
21 Savage,Ghostface Killers (feat. Travis Scott),73,268933,5u6vkDnOyaf8LsteDAj2ub
Offset,BROAD DAY (feat. Future),72,168426,6Qc90FMwNUjJ2M893RdYUg
Offset,JEALOUSY (feat. Cardi B),64,174333,52lJC8UndX32dECyJlRGSJ
French Montana,Unforgettable,87,233901,3B54sVLJ402zGa6Xm4YGNe
French Montana,Okay,49,192195,36s2D7GbwCzZMfhVD3Bz68
French Montana,Where They At,59,173861,0OI6FqVRdAFhWOBo4tq0UV
French Montana,Stand United,54,163971,01CHrTerCzyRpMI1MzQ4fz
Jason Derulo,Tip Toe (feat. French Montana),65,187521,0TY3jVGwGDwDabLyQLVRQQ
French Montana,Splash Brothers,44,221863,3fBsEOnzwtlkpS0LxXAZhN
Fat Joe,All The Way Up (feat. Infared),64,191900,7Ezwtgfw7khBrpvaNPtMoT
A$AP Ferg,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",69,283693,7xVLFuuYdAvcTfcP3IG3dS
Diddy,Another One Of Me (feat. 21 Savage),65,220408,4hGmQboiou09EwhcTWa0H6
Rick Ross,Stay Schemin,68,267720,0nq6sfr8z1R5KJ4XUk396e
